cca3,decade_start,decade_end,mean_temp_c,warming_c_per_decade,detrended_volatility_c,mean_uncertainty_c
DEU,1970,1979,8.426775000000001,0.02148989898989807,0.46515919084777135,0.208025
DEU,1980,1989,8.459283333333333,0.7555757575757561,0.7262091168122237,0.18660833333333332
DEU,1990,1999,9.0448,-0.17907070707070818,0.7321789208059584,0.18703333333333333
DEU,2000,2009,9.512908333333334,0.025580808080808606,0.35320404782706216,0.19122500000000003
DJI,1960,1969,28.751958333333334,-0.007712121212117772,0.2359381959225204,0.6497833333333334
DJI,1970,1979,28.88019166666667,0.1383686868686858,0.22993272625827726,0.6308916666666666
DJI,1980,1989,29.023300000000006,-0.16043434343434196,0.3074353038283505,0.7378
DJI,1990,1999,29.22409166666667,0.4167525252525285,0.23936871389457995,0.8014083333333334
DJI,2000,2009,29.67755833333333,0.05862121212121234,0.18814871370278755,0.7277416666666665
DMA,1960,1969,26.388199999999994,-0.23352525252525316,0.1854062856524736,0.37602499999999994
DMA,1970,1979,26.278991666666666,0.1205707070707086,0.21048155802850874,0.30630833333333335
DMA,1980,1989,26.544400000000003,-0.11994949494949696,0.2319882348831609,0.2669916666666666
DMA,1990,1999,26.77110833333333,0.5278232323232311,0.16500644204567688,0.26925
DMA,2000,2009,26.94964166666667,0.19621717171717043,0.21690333601304418,0.23949166666666666
DNK,1960,1969,7.802875,0.02957070707070752,0.6027108658497194,0.27654999999999996
DNK,1970,1979,8.125108333333333,-0.49677272727272737,0.6716558649322343,0.2583333333333333
DNK,1980,1989,8.040058333333333,0.8211666666666666,0.8439874359108127,0.2338
DNK,1990,1999,8.729600000000001,-0.5575555555555548,0.6887444291485251,0.23734166666666665
DNK,2000,2009,9.303258333333334,0.446136363636364,0.364842539064302,0.23148333333333332
DOM,1960,1969,25.821808333333337,0.004590909090911203,0.1572823310160157,0.3016416666666667
DOM,1970,1979,25.692924999999995,0.32622727272727364,0.19474845274991148,0.292475
DOM,1980,1989,26.045433333333335,-0.206595959595962,0.20657987089799393,0.32787499999999997
DOM,1990,1999,26.21379166666667,0.490601010101009,0.25468962530413597,0.4500916666666666
DOM,2000,2009,26.414258333333333,0.252015151515154,0.2225858040836695,0.36007500000000003
