cca3,year,annual_mean_temp_c,valid_months,annual_mean_uncertainty_c
MMR,1999,24.380166666666668,12,0.21258333333333335
MMR,2000,23.930833333333336,12,0.20675
MMR,2001,24.327250000000003,12,0.26008333333333333
MMR,2002,24.292416666666668,12,0.2860833333333333
MMR,2003,24.288083333333333,12,0.3225
MMR,2004,24.108249999999998,12,0.329
MMR,2005,24.581083333333336,12,0.25
MMR,2006,24.43216666666667,12,0.2811666666666667
MMR,2007,24.159666666666666,12,0.2773333333333333
MMR,2008,24.175916666666666,12,0.2514166666666667
MMR,2009,24.701333333333334,12,0.3099166666666667
MNE,1960,10.89275,12,0.3735
MNE,1961,11.001583333333334,12,0.36074999999999996
MNE,1962,10.497083333333334,12,0.4074166666666666
MNE,1963,10.535083333333333,12,0.41808333333333336
MNE,1964,10.099083333333333,12,0.363
MNE,1965,9.99375,12,0.39041666666666663
MNE,1966,10.81675,12,0.333
MNE,1967,10.346166666666667,12,0.34299999999999997
MNE,1968,10.461,12,0.4043333333333334
MNE,1969,10.163,12,0.41033333333333327
MNE,1970,10.283,12,0.3491666666666667
MNE,1971,10.232916666666666,12,0.28958333333333336
MNE,1972,10.3225,12,0.3535
MNE,1973,10.04825,12,0.3465833333333333
MNE,1974,10.297916666666667,12,0.37025
MNE,1975,10.369666666666665,12,0.3844166666666667
MNE,1976,9.534583333333334,12,0.35033333333333333
