country,cca3,reference_year,population_at_reference,density_at_reference_per_km2,population_growth_prior_decade_pct,prior_decade_mean_temp_c,prior_decade_warming_c_per_decade,prior_decade_detrended_volatility_c,prior_decade_mean_temp_uncertainty_c,area_km2,continent,target_exposure_class
Bangladesh,BGD,1980,83929765,568.7454428406858,24.26333091804105,25.14134166666667,0.42274242424242353,0.23199664651781288,0.294075,147570,Asia,High
Bangladesh,BGD,1990,107147651,726.080172121705,27.66347076034348,25.29443333333333,0.5153030303030284,0.19312786553651215,0.28526666666666667,147570,Asia,High
Bulgaria,BGR,1970,8582950,77.40825584646326,,10.833250000000001,-0.4586060606060618,0.4400143806955123,0.31370000000000003,110879,Europe,Medium
Bulgaria,BGR,1980,8980606,80.994651827668,4.6330923516972655,10.627108333333332,-0.02399494949494981,0.3961666297552236,0.2771666666666667,110879,Europe,High
Bulgaria,BGR,1990,8767778,79.07519007206054,-2.3698623455922663,10.622191666666666,0.47320707070707096,0.26818865752151877,0.2813,110879,Europe,Medium
Bahrain,BHR,1970,222555,290.921568627451,,26.101808333333338,0.07279292929292691,0.4384672441962706,0.5091833333333333,765,Asia,High
Bahrain,BHR,1980,362595,473.98039215686276,62.9237716519512,26.064025000000004,0.7495707070707064,0.356073661367267,0.4575083333333333,765,Asia,High
Bahrain,BHR,1990,517418,676.3633986928105,42.69860312469835,26.202908333333333,0.2166515151515202,0.41566325371412793,0.4649916666666667,765,Asia,High
Bahamas,BHS,1970,179129,12.84723517177078,,25.180116666666667,-0.1696363636363638,0.17080787229168437,0.3586083333333333,13943,North America,Medium
Bahamas,BHS,1980,223752,16.0476224628846,24.911097588888452,25.380591666666668,0.24197474747474657,0.18614212350288226,0.28683333333333333,13943,North America,Low
Bahamas,BHS,1990,270679,19.41325396256186,20.972773427723546,25.51425,0.12249494949494902,0.19800416681176894,0.3266083333333334,13943,North America,Low
Bosnia and Herzegovina,BIH,1970,3815561,74.50957839442286,,10.553733333333335,-0.45366666666666644,0.413531999747074,0.3789083333333333,51209,Europe,Medium
Bosnia and Herzegovina,BIH,1980,4199820,82.01331797145033,10.070838862227593,10.505658333333335,0.10805555555555676,0.39278113676598164,0.32295833333333335,51209,Europe,High
Bosnia and Herzegovina,BIH,1990,4494310,87.76406491046495,7.011967179545797,10.59435,0.7522727272727265,0.3256122532677703,0.28846666666666665,51209,Europe,Low
Saint Barthelemy,BLM,1970,2417,115.0952380952381,,26.82451666666667,-0.3831515151515186,0.19652735114348563,0.35830833333333334,21,North America,High
Saint Barthelemy,BLM,1980,2983,142.04761904761904,23.41745966073645,26.748399999999997,0.15963636363636516,0.2400512064246888,0.3485083333333333,21,North America,Medium
Saint Barthelemy,BLM,1990,5168,246.0952380952381,73.2484076433121,27.048000000000002,-0.14423232323232413,0.21073963294046585,0.31251666666666666,21,North America,High
Belarus,BLR,1970,9170786,44.17526974951831,,5.878433333333334,-1.1361818181818175,0.7389471999092003,0.28679166666666667,207600,Europe,Low
Belarus,BLR,1980,9817257,47.28929190751445,7.049243107406489,6.164141666666667,-0.8569949494949496,0.8247492863046366,0.24841666666666667,207600,Europe,High
Belarus,BLR,1990,10428525,50.23374277456647,6.226464276121124,6.148691666666666,0.5681969696969702,1.1794145027768097,0.22271666666666667,207600,Europe,Low
Belize,BLZ,1970,120905,5.264521466515719,,25.274458333333335,0.001974747474746066,0.2179192129024839,0.43204166666666666,22966,North America,Low
Belize,BLZ,1980,145133,6.319472263345816,20.038873495719777,25.292375,0.03684343434343529,0.22971717176343873,0.38689166666666663,22966,North America,Low
Belize,BLZ,1990,182589,7.950404946442568,25.808051924786234,25.474691666666665,-0.24526767676767922,0.1934487993077503,0.34573333333333334,22966,North America,Low
Bolivia,BOL,1970,4585693,4.174196531707721,,21.189075,0.7010757575757594,0.29024636647987345,0.40494166666666676,1098581,South America,Low
Bolivia,BOL,1980,5736088,5.221361010248676,25.086611772746224,21.113666666666667,-0.12878787878787942,0.26277836424433204,0.33719166666666667,1098581,South America,Low
Bolivia,BOL,1990,7096194,6.459418103899485,23.711386575659233,21.363808333333335,0.44336868686868813,0.2330478014064217,0.32274166666666665,1098581,South America,Low
Brazil,BRA,1970,96369875,11.316640650219762,,24.964499999999997,0.12215151515151426,0.2125377600306189,0.26784166666666664,8515767,South America,Low
Brazil,BRA,1980,122288383,14.360231204071225,26.8948237195493,24.90479166666667,-0.06480303030303311,0.23999248298880818,0.2319833333333333,8515767,South America,Low
Brazil,BRA,1990,150706446,17.697342588166162,23.238563061218986,25.153125000000003,-0.016358585858585017,0.19983469871078294,0.21573333333333333,8515767,South America,Medium
Barbados,BRB,1970,241397,561.3883720930232,,26.767599999999998,-0.1873131313131318,0.1936355515251277,0.3438166666666667,430,North America,High
Barbados,BRB,1980,253575,589.7093023255813,5.044801716674185,26.63465,0.16365656565656433,0.2155480296292843,0.30513333333333337,430,North America,Medium
Barbados,BRB,1990,258868,602.0186046511628,2.087350882381944,26.899716666666666,-0.16302020202019982,0.2530783602840641,0.27196666666666663,430,North America,High
Bhutan,BTN,1970,298894,7.78491430952753,,11.975791666666666,-0.21471212121212283,0.29729483881167956,0.34683333333333327,38394,Asia,Low
Bhutan,BTN,1980,415257,10.815674324113143,38.93119299818666,12.140249999999998,0.17465656565656573,0.2058875921660435,0.36272499999999996,38394,Asia,Medium
Bhutan,BTN,1990,558442,14.545033078085117,34.48105630970699,12.199641666666666,0.39987373737373744,0.2220194078069479,0.35379166666666667,38394,Asia,Medium
Botswana,BWA,1970,592244,1.0176013745704466,,22.05786666666667,-0.007838383838379207,0.2953568166623149,0.33815,582000,Africa,Low
Botswana,BWA,1980,938578,1.6126769759450172,58.47826233782023,21.952958333333335,-0.6261363636363622,0.49567863840410337,0.3281833333333333,582000,Africa,Low
Botswana,BWA,1990,1341474,2.304938144329897,42.926213910831066,22.351241666666663,0.47986363636364016,0.4414735362953913,0.379075,582000,Africa,Low
Central African Republic,CAF,1970,2067356,3.3184736686656477,,25.2519,0.0637979797979796,0.1374141986827642,0.29155833333333336,622984,Africa,Low
Central African Republic,CAF,1980,2415276,3.87694708050287,16.829225348706277,25.40305833333333,0.18202525252525426,0.21345408334749152,0.25810000000000005,622984,Africa,Low
Central African Republic,CAF,1990,2809221,4.509298794190541,16.310558296443144,25.473958333333332,0.024489898989901088,0.22103946282609815,0.357225,622984,Africa,Low
Canada,CAN,1970,21434577,2.146748665704525,,-4.950608333333333,-0.09643939393939392,0.3999065399723818,0.2518166666666667,9984670,North America,Low
Canada,CAN,1980,24511510,2.4549143837502894,14.354997535057489,-5.047933333333334,0.6990202020202028,0.7758396494708064,0.242725,9984670,North America,Low
Canada,CAN,1990,27657204,2.7699667590416106,12.83353820307276,-4.483224999999999,-0.15741919191919113,0.8633464610149864,0.24819166666666667,9984670,North America,Low
Switzerland,CHE,1970,6181227,149.72451797306462,,7.079491666666667,-0.25304545454545463,0.5694274801365664,0.2828833333333333,41284,Europe,Medium
Switzerland,CHE,1980,6319113,153.06445596356943,2.2307221527376297,7.129533333333333,0.07965656565656584,0.29793493778196123,0.27412499999999995,41284,Europe,High
Switzerland,CHE,1990,6711693,162.5737089429319,6.212580784676591,7.331475,0.8951666666666659,0.46807499201319025,0.22393333333333337,41284,Europe,Medium
Chile,CHL,1970,9820481,12.988301842873051,,9.666174999999999,0.13355050505050642,0.15902434808764004,0.33199166666666663,756102,South America,Medium
Chile,CHL,1980,11469828,15.16968345540681,16.794971651592228,9.563841666666667,0.5419646464646461,0.23761193325838312,0.2848583333333333,756102,South America,Low
Chile,CHL,1990,13342868,17.64691536327109,16.33014897869436,9.956058333333335,-0.014328282828281982,0.25368209803796854,0.26345833333333335,756102,South America,Medium
China,CHN,1970,822534450,84.73655658037568,,6.7791250000000005,-0.4789343434343434,0.17037724027285114,0.21421666666666664,9706961,Asia,High
China,CHN,1980,982372466,101.20288584655898,19.43237951918002,6.86435,0.2653030303030301,0.23146010757213983,0.190275,9706961,Asia,High
China,CHN,1990,1153704252,118.85329012859947,17.440613609380208,6.978924999999999,0.31646969696969623,0.21955901068980116,0.179375,9706961,Asia,High
Ivory Coast,CIV,1970,5477086,16.985161088248883,,26.07244166666667,0.06500505050504904,0.19643029992631833,0.27443333333333336,322463,Africa,Low
Ivory Coast,CIV,1980,8303809,25.75119936240747,51.60998019749918,26.120675,0.03795454545454689,0.28443776827905465,0.22541666666666668,322463,Africa,Medium
Ivory Coast,CIV,1990,11910540,36.93614461193997,43.43465751680946,26.380808333333334,0.2964696969696984,0.26499480470522985,0.26935,322463,Africa,Medium
Cameroon,CMR,1970,6452787,13.57218546110777,,24.41811666666667,0.11691919191919066,0.12351052344404341,0.24441666666666667,475442,Africa,Low
Cameroon,CMR,1980,8519891,17.919937658010863,32.03428224114635,24.503425,0.13787373737373582,0.24204553604027082,0.243075,475442,Africa,Low
Cameroon,CMR,1990,11430520,24.041881028600756,34.162749265219475,24.5322,0.04156565656565795,0.2514423349998039,0.30265000000000003,475442,Africa,Medium
DR Congo,COD,1970,20151733,8.594009957106145,,23.755425000000002,0.0547929292929301,0.11436670028599415,0.2523166666666667,2344858,Africa,Low
DR Congo,COD,1980,26708686,11.390321290244442,32.53791125557291,23.893324999999997,0.24967171717171663,0.21367283116607483,0.2217083333333333,2344858,Africa,Low
DR Congo,COD,1990,35987541,15.347428714233441,34.7409640444311,24.122983333333334,0.06890909090909288,0.23681861680855223,0.32838333333333336,2344858,Africa,Medium
Republic of the Congo,COG,1970,1396989,4.084763157894737,,24.537858333333332,0.045186868686867124,0.1263245500205619,0.22407499999999997,342000,Africa,Low
Republic of the Congo,COG,1980,1829256,5.3487017543859645,30.942763328845114,24.582158333333332,0.14566161616161413,0.23509051464238706,0.22559999999999997,342000,Africa,Low
Republic of the Congo,COG,1990,2385435,6.974956140350877,30.404656319290456,24.713366666666666,0.19657575757575915,0.2038981632355207,0.24750833333333336,342000,Africa,Medium
Colombia,COL,1970,20905254,18.30986697590011,,25.01265,0.013373737373738,0.12612677156209398,0.27290000000000003,1141748,South America,Medium
Colombia,COL,1980,26176195,22.926420716305174,25.21347504316378,24.936550000000004,0.38971717171716613,0.24430253598186097,0.2447,1141748,South America,Low
Colombia,COL,1990,32601393,28.553930464515812,24.54595864677811,25.2022,-0.25266666666667037,0.27164804469236326,0.2477333333333333,1141748,South America,Medium
Comoros,COM,1970,242351,130.156283566058,,25.738774999999997,0.008277777777777398,0.30169265763485603,0.27956666666666663,1862,Africa,High
Comoros,COM,1980,328328,176.33082706766916,35.47623075621722,25.77938333333334,0.3234141414141405,0.2205495759479125,0.28556666666666664,1862,Africa,Medium
Comoros,COM,1990,431119,231.53544575725027,31.30741210009502,26.011374999999997,0.09686363636363744,0.26289983055049554,0.31195833333333334,1862,Africa,High
Cape Verde,CPV,1970,287262,71.22787007190676,,24.273333333333333,0.2193939393939388,0.3288496367854421,0.49523333333333336,4033,Africa,High
Cape Verde,CPV,1980,317234,78.65955864121001,10.433680751369835,24.300975,0.4319242424242449,0.3708407991530841,0.6608583333333333,4033,Africa,Medium
Cape Verde,CPV,1990,364563,90.39499132159682,14.919270948259022,24.53271666666667,0.0226565656565674,0.24818437924607428,0.7502083333333334,4033,Africa,High
Costa Rica,CRI,1970,1855697,36.315009784735814,,25.746858333333336,-0.13426767676767265,0.1793168887628428,0.42460000000000003,51100,North America,Medium
Costa Rica,CRI,1980,2414303,47.24663405088063,30.102220351706134,25.762949999999996,0.3599191919191914,0.2292023669570323,0.40157500000000007,51100,North America,Medium
Costa Rica,CRI,1990,3158253,61.80534246575343,30.81427641849428,26.015525000000004,0.12965151515151238,0.35781038032174683,0.3645333333333333,51100,North America,Medium
Cuba,CUB,1970,8869636,80.7181755305595,,25.527566666666665,-0.1445656565656597,0.17472118262338315,0.32133333333333336,109884,North America,Medium
Cuba,CUB,1980,9809107,89.26783699173674,10.591990471762314,25.625250000000005,0.1605353535353565,0.13548705564200406,0.265625,109884,North America,Medium
Cuba,CUB,1990,10626680,96.70816497397256,8.334836188452211,25.811266666666665,0.12957575757575637,0.16528021057542244,0.281575,109884,North America,Medium
Curacao,CUW,1970,150385,338.7049549549549,,27.646449999999998,0.0668080808080787,0.20466481183606242,0.3580583333333333,444,North America,High
Curacao,CUW,1980,156851,353.26801801801804,4.299630947235422,27.594675000000002,0.2690151515151519,0.294200595662579,0.33385833333333326,444,North America,Low
Curacao,CUW,1990,155446,350.10360360360363,-0.8957545696233971,27.793625000000002,-0.2577020202020207,0.308888695482947,0.3153666666666667,444,North America,High
Cayman Islands,CYM,1970,10533,39.89772727272727,,26.8625,-0.37025252525252694,0.1754230214038573,0.35905000000000004,264,North America,Medium
Cayman Islands,CYM,1980,17100,64.77272727272727,62.346909712332675,26.936600000000006,0.20875757575757156,0.11740844942128545,0.31905,264,North America,Medium
Cayman Islands,CYM,1990,26027,98.58712121212122,52.2046783625731,27.130625,0.12296464646464586,0.1586696436839329,0.31301666666666667,264,North America,High
Cyprus,CYP,1970,640804,69.26861960869095,,19.246175,-0.7783383838383829,0.4660977707144127,0.32710833333333333,9251,Europe,High
Cyprus,CYP,1980,679327,73.43281807372176,6.0116665938414915,18.98910833333333,0.34563131313131246,0.2911883336289436,0.3287833333333333,9251,Europe,High
Cyprus,CYP,1990,788500,85.23402875364826,16.070758265165374,18.95406666666667,0.3284545454545467,0.2656612409620481,0.27879166666666666,9251,Europe,High
Czech Republic,CZE,1970,9795744,124.20901540607368,,7.711333333333333,0.1222929292929291,0.646122275511442,0.2864749999999999,78865,Europe,High
Czech Republic,CZE,1980,10270060,130.22329296899764,4.842062022037319,7.921016666666665,0.18147474747474684,0.4364796030124043,0.2766166666666666,78865,Europe,High
Czech Republic,CZE,1990,10301192,130.61804349204337,0.303133574682124,7.909699999999999,0.7467272727272727,0.7093986498552036,0.23354166666666668,78865,Europe,Low
Germany,DEU,1970,78294583,219.2425471978136,,8.197700000000001,0.07523232323232398,0.6667271639147143,0.22174166666666667,357114,Europe,Medium
Germany,DEU,1980,77786703,217.8203682857575,-0.6486783383213068,8.426775000000001,0.02148989898989807,0.46515919084777135,0.208025,357114,Europe,High
Germany,DEU,1990,79370196,222.25450696416272,2.035685970647183,8.459283333333333,0.7555757575757561,0.7262091168122237,0.18660833333333332,357114,Europe,Low
Djibouti,DJI,1970,144379,6.223232758620689,,28.751958333333334,-0.007712121212117772,0.2359381959225204,0.6497833333333334,23200,Africa,Low
Djibouti,DJI,1980,324121,13.97073275862069,124.49317421508668,28.88019166666667,0.1383686868686858,0.22993272625827726,0.6308916666666666,23200,Africa,Low
Djibouti,DJI,1990,577173,24.87814655172414,78.07331212726112,29.023300000000006,-0.16043434343434196,0.3074353038283505,0.7378,23200,Africa,Medium
Dominica,DMA,1970,68895,91.73768308921439,,26.388199999999994,-0.23352525252525316,0.1854062856524736,0.37602499999999994,751,North America,Medium
Dominica,DMA,1980,72978,97.17443408788283,5.926409753973427,26.278991666666666,0.1205707070707086,0.21048155802850874,0.30630833333333335,751,North America,Low
Dominica,DMA,1990,69481,92.51797603195739,-4.791855079613039,26.544400000000003,-0.11994949494949696,0.2319882348831609,0.2669916666666666,751,North America,High
Denmark,DNK,1970,4922963,114.2377825219288,,-17.70995,-0.9040808080808107,0.54231939590909,0.90825,43094,Europe,High
Denmark,DNK,1980,5125392,118.93516498816541,4.111934215227708,-18.206133333333334,0.938848484848483,0.49445748802452644,0.8491250000000001,43094,Europe,Low
Denmark,DNK,1990,5144623,119.38142200770409,0.37521032537608523,-18.089608333333334,-0.17767171717171687,0.8978475057565966,0.8493,43094,Europe,High
Dominican Republic,DOM,1970,4475871,91.96176367857656,,25.821808333333337,0.004590909090911203,0.1572823310160157,0.3016416666666667,48671,North America,High
Dominican Republic,DOM,1980,5755800,118.25933307308253,28.59619948832306,25.692924999999995,0.32622727272727364,0.19474845274991148,0.292475,48671,North America,Low
Dominican Republic,DOM,1990,7129004,146.47334141480553,23.85774349351959,26.045433333333335,-0.206595959595962,0.20657987089799393,0.32787499999999997,48671,North America,High
Algeria,DZA,1970,13795915,5.792365752615419,,23.232308333333332,-0.2224494949494948,0.19356294494316192,0.4134833333333333,2381741,Africa,Low
Algeria,DZA,1980,18739378,7.867932743316759,35.832802681083486,22.929833333333335,0.4193838383838371,0.38124222203862074,0.39743333333333336,2381741,Africa,Medium
Algeria,DZA,1990,25518074,10.71404237488459,36.17353788370137,23.515033333333335,0.7081515151515148,0.30981614977443456,0.34559166666666663,2381741,Africa,Medium
Ecuador,ECU,1970,6172215,22.295162205020212,,21.997658333333334,0.36096464646464665,0.17165764618406343,0.29845,276841,South America,Medium
Ecuador,ECU,1980,8135845,29.388150599080337,31.81402462487131,21.99216666666667,0.2831313131313084,0.2915917379303741,0.29149166666666665,276841,South America,Low
Ecuador,ECU,1990,10449837,37.74671020549702,28.441938114602717,22.257783333333332,-0.31622222222222157,0.38183015151904043,0.3169083333333333,276841,South America,Medium
Egypt,EGY,1970,34781986,34.69697840291286,,23.003408333333333,-0.306126262626264,0.5564585399115362,0.32232500000000003,1002450,Africa,High
Egypt,EGY,1980,43748556,43.641633996708066,25.779350264818124,22.829458333333335,0.5391060606060568,0.2272597862926229,0.33675833333333327,1002450,Africa,Medium
Egypt,EGY,1990,57214630,57.07479674796748,30.780613650425394,22.833266666666667,0.29960606060606404,0.33078009782949513,0.32782500000000003,1002450,Africa,High
Eritrea,ERI,1970,1272748,10.822687074829933,,26.73786666666667,-0.16069696969696876,0.30025304488915167,0.5133333333333334,117600,Africa,Medium
Eritrea,ERI,1980,1657982,14.098486394557822,30.267892780031858,26.830091666666668,0.2639747474747448,0.23322626184938175,0.4164333333333333,117600,Africa,Low
Eritrea,ERI,1990,2149960,18.281972789115645,29.67330164018669,26.922783333333335,-0.14531313131313212,0.25964093313674524,0.54935,117600,Africa,Medium
Western Sahara,ESH,1970,76371,0.287109022556391,,22.589075,-0.25610606060606067,0.26082949879390127,0.4591833333333333,266000,Africa,Low
Western Sahara,ESH,1980,116775,0.43900375939849623,52.90489845622028,22.293024999999997,0.6749141414141425,0.5507162012125353,0.43340000000000006,266000,Africa,Low
Western Sahara,ESH,1990,178529,0.6711616541353383,52.8828944551488,22.917941666666668,0.35471212121212187,0.43680250065575876,0.6047666666666667,266000,Africa,Low
Spain,ESP,1970,33792617,66.7848839507344,,13.816308333333334,-0.5619040404040397,0.34903901516823976,0.24853333333333333,505992,Europe,High
Spain,ESP,1980,37491666,74.09537304937628,10.946322979365576,13.427266666666668,0.555414141414141,0.2581152801718867,0.22478333333333333,505992,Europe,High
Spain,ESP,1990,38889889,76.85870329965691,3.729423493743922,14.131899999999998,0.8049999999999993,0.3901457839270459,0.215675,505992,Europe,High
Estonia,EST,1970,1361999,30.114732350144823,,4.795241666666667,-1.2827121212121213,0.6993406997979875,0.30785833333333334,45227,Europe,Low
Estonia,EST,1980,1476983,32.657107480045106,8.442296947354588,5.174225,-1.010823232323232,0.9810763165419579,0.293375,45227,Europe,High
Estonia,EST,1990,1570674,34.72867977093329,6.343404087927884,5.168525,0.6833383838383846,1.1540783821352254,0.2723583333333333,45227,Europe,Low
Ethiopia,ETH,1970,28308246,25.63456126052703,,22.896683333333335,-0.04117171717171818,0.15871094954955403,0.415825,1104300,Africa,Medium
Ethiopia,ETH,1980,34945469,31.644905369917595,23.446253081169345,23.080866666666672,0.14838383838383823,0.22752111572228578,0.3343083333333333,1104300,Africa,Low
Ethiopia,ETH,1990,47878073,43.356038214253374,37.00795659660485,23.284891666666667,-0.23289393939394254,0.2692161133971782,0.3508833333333334,1104300,Africa,Medium
Finland,FIN,1970,4606621,13.611980828782828,,1.2669833333333336,-1.7938181818181818,0.7718257123878618,0.27779166666666666,338424,Europe,Low
Finland,FIN,1980,4779418,14.122574049121813,3.751057445359618,1.6026583333333335,-0.948368686868687,1.0749677187054898,0.2488833333333333,338424,Europe,Medium
Finland,FIN,1990,4986545,14.734608065621824,4.333728499997269,1.4020333333333335,1.0298383838383838,1.1872970298589394,0.23870833333333336,338424,Europe,Low
Fiji,FJI,1970,527634,28.876641856392293,,25.03308333333333,-0.3387272727272733,0.2179369768943943,0.3108416666666667,18272,Oceania,Low
Fiji,FJI,1980,644582,35.277035901926446,22.164606526493746,25.35403333333333,-0.24557575757576164,0.22179348749292935,0.30186666666666667,18272,Oceania,Medium
Fiji,FJI,1990,780430,42.711799474605954,21.075363568948568,25.380325,0.2174494949494957,0.2386960398865845,0.25598333333333334,18272,Oceania,High
Falkland Islands,FLK,1970,2274,0.18680686765793147,,6.271958333333334,-0.0385909090909091,0.33013089975162757,0.7115416666666667,12173,South America,Low
Falkland Islands,FLK,1980,2240,0.18401380103507764,-1.4951627088830244,6.310250000000001,0.5558989898989897,0.24422729936696122,0.6395166666666665,12173,South America,Low
Falkland Islands,FLK,1990,2332,0.1915715107204469,4.107142857142865,6.606216666666667,0.456959595959596,0.36815582513217177,0.6315000000000001,12173,South America,Low
France,FRA,1970,50523586,91.57883613228324,,12.864283333333333,-0.10738383838383764,0.4562062910713681,0.2821166666666667,551695,Europe,Medium
France,FRA,1980,53713830,97.36145877704166,6.314365730096827,12.904124999999999,0.07004545454545537,0.1925622359201858,0.2455916666666667,551695,Europe,High
France,FRA,1990,56412897,102.25377609004975,5.024901408073124,13.163783333333333,0.6157575757575767,0.43449403153548033,0.22034166666666666,551695,Europe,High
Faroe Islands,FRO,1970,38416,27.57788944723618,,6.7563,-0.9947070707070703,0.29715947702980466,0.5381666666666667,1393,Europe,Low
Faroe Islands,FRO,1980,43054,30.907394113424264,12.073094543940034,6.842791666666666,-0.6927222222222227,0.4693347193704983,0.3716416666666667,1393,Europe,Medium
Faroe Islands,FRO,1990,47479,34.083991385498926,10.277790681469789,6.811866666666667,0.4343232323232329,0.3449586707977471,0.34055,1393,Europe,Low
Micronesia,FSM,1970,58989,84.02991452991454,,26.767691666666668,-0.12856060606060238,0.11060814621436629,0.36689166666666667,702,Oceania,High
Micronesia,FSM,1980,76299,108.6880341880342,29.344454050755232,26.97705833333334,0.603095959595959,0.16231325786119843,0.459475,702,Oceania,Medium
Micronesia,FSM,1990,98603,140.46011396011397,29.232362154156675,27.350616666666667,-0.042747474747474666,0.14537328394644072,0.34295,702,Oceania,Medium
Gabon,GAB,1970,597192,2.231092248606483,,24.38736666666667,-0.00884848484848382,0.15317587243303998,0.2307,267668,Africa,Low
Gabon,GAB,1980,749078,2.7985340048119314,25.43336146498949,24.345374999999997,0.12858080808080594,0.2568203562591476,0.25027499999999997,267668,Africa,Low
Gabon,GAB,1990,983028,3.6725645202265493,31.231727537052212,24.501241666666665,0.28081313131312996,0.2196540214977174,0.25640833333333335,267668,Africa,Low
United Kingdom,GBR,1970,55650166,229.10731165088515,,8.496675,-0.06897474747474716,0.4019854736260503,0.26424166666666665,242900,Europe,Low
United Kingdom,GBR,1980,56326328,231.89101687937423,1.215022431379631,8.718533333333335,-0.4287474747474751,0.29130650252572005,0.24800000000000005,242900,Europe,High
United Kingdom,GBR,1990,57210442,235.5308439687114,1.5696283272717437,8.721058333333335,0.27142929292929324,0.4762393216829348,0.22905833333333336,242900,Europe,High
Georgia,GEO,1970,4800426,68.87268292682927,,8.674041666666668,-0.7344090909090907,0.842563690039684,0.36359166666666665,69700,Asia,Medium
Georgia,GEO,1980,5145843,73.82845050215208,7.195548895035575,8.484458333333333,0.1303282828282826,0.5914060195949091,0.32815833333333333,69700,Asia,Low
Georgia,GEO,1990,5391636,77.35489239598279,4.776535156630324,8.5818,-0.3581212121212126,0.41748281647064284,0.3459249999999999,69700,Asia,High
Guernsey,GGY,1970,52656,675.0769230769231,,10.945849999999998,0.1431111111111112,0.5641883726699501,0.3057166666666667,78,Europe,Medium
Guernsey,GGY,1980,52860,677.6923076923077,0.3874202370100166,11.08095,-0.16627272727272688,0.28708581271255895,0.2623666666666667,78,Europe,High
Guernsey,GGY,1990,57727,740.0897435897435,9.207340143776023,11.235033333333332,0.4667979797979796,0.5764857471171819,0.23740833333333336,78,Europe,High
Ghana,GHA,1970,8861895,37.15165197268303,,26.757808333333333,0.16356060606060674,0.17752930544822587,0.25875833333333337,238533,Africa,Low
Ghana,GHA,1980,11865246,49.74257649884922,33.890618202991575,26.860966666666666,-0.05108080808080774,0.307525992106642,0.24053333333333332,238533,Africa,Medium
Ghana,GHA,1990,15446982,64.75825986341512,30.186782473789407,27.125225,0.25879292929292835,0.269617342874584,0.2769083333333333,238533,Africa,High
Guinea,GIN,1970,4222374,17.174105272577147,,25.564858333333333,0.18157070707070833,0.20308833335928422,0.282925,245857,Africa,Low
Guinea,GIN,1980,4972609,20.225614889956358,17.768084968314035,25.648208333333333,0.021853535353536062,0.26392377598558653,0.2865083333333333,245857,Africa,Low
Guinea,GIN,1990,6354145,25.844881374132118,27.782920394505183,25.886041666666664,-0.060479797979797884,0.24916669012683412,0.2924583333333334,245857,Africa,Medium
Guadeloupe,GLP,1970,318310,195.52211302211302,,26.573716666666666,-0.33801010101009993,0.1852537590375992,0.372275,1628,North America,Medium
Guadeloupe,GLP,1980,334234,205.3034398034398,5.002670352800731,26.484866666666665,0.12616161616161792,0.23033738354858418,0.29488333333333333,1628,North America,Low
Guadeloupe,GLP,1990,391951,240.7561425061425,17.268440673300734,26.765175,-0.18105555555555694,0.23226773300275474,0.25926666666666665,1628,North America,High
Gambia,GMB,1970,528731,49.464963981663395,,27.609725000000005,0.07640909090909251,0.3482499149386407,0.36139166666666667,10689,Africa,Medium
Gambia,GMB,1980,718586,67.22668163532603,35.907673278094144,27.67425833333333,0.08954040404040467,0.3845863717287589,0.35912499999999997,10689,Africa,Medium
Gambia,GMB,1990,1040616,97.35391523996633,44.814399389912964,28.012916666666673,-0.0793333333333334,0.31343069950957464,0.34501666666666664,10689,Africa,High
Guinea-Bissau,GNB,1970,591663,16.378214532871972,,26.833733333333335,0.11579797979798072,0.2745014784859698,0.3453166666666667,36125,Africa,Low
Guinea-Bissau,GNB,1980,831462,23.016249134948097,40.529659620425804,26.900433333333336,-4.040404040150599e-05,0.29408677622280277,0.3456916666666666,36125,Africa,Low
Guinea-Bissau,GNB,1990,973551,26.949508650519032,17.089055182317402,27.233366666666672,-0.06599999999999927,0.23617707836637997,0.36759166666666665,36125,Africa,Medium
Equatorial Guinea,GNQ,1970,316955,11.299240668781861,,25.064149999999998,0.07777777777777443,0.1450822322520106,0.25048333333333334,28051,Africa,Low
Equatorial Guinea,GNQ,1980,282509,10.071263056575523,-10.867788802826894,25.040200000000002,0.09655555555555567,0.247257199356752,0.257,28051,Africa,Medium
Equatorial Guinea,GNQ,1990,465549,16.59652062315069,64.7908562205098,25.143725,0.2004292929292885,0.22032954100728028,0.32245833333333335,28051,Africa,Medium
Greece,GRC,1970,8544873,64.73879081748618,,15.156308333333333,-0.4755202020202032,0.33295030765865985,0.292825,131990,Europe,Medium
Greece,GRC,1980,9307148,70.51403894234411,8.92084645377409,14.792708333333334,0.07066161616161526,0.323586291963098,0.26383333333333336,131990,Europe,High
Greece,GRC,1990,10302255,78.05329949238579,10.691857484161638,14.898716666666667,0.3972727272727275,0.17865974964938577,0.26478333333333337,131990,Europe,High
Grenada,GRD,1970,98794,287.1918604651163,,27.056875,-0.20367171717171573,0.20959114170155382,0.3143583333333334,344,North America,High
Grenada,GRD,1980,94838,275.6918604651163,-4.004291758608824,26.93578333333333,0.2782020202020176,0.21906580968954079,0.306825,344,North America,Low
Grenada,GRD,1990,99047,287.92732558139534,4.438094434720252,27.181841666666667,-0.1876010101010098,0.2863087278532878,0.28861666666666663,344,North America,High
Greenland,GRL,1970,45434,0.020975159804366032,,-18.235008333333333,-0.9233383838383848,0.5616966711522011,0.9297666666666669,2166086,North America,Low
